3,"aðlatmak",7
3,"aðaçlýklý",7
3,"ayaða düþmek",3
3,"berk",7
3,"apýþlýk",5
3,"aleyhinde konuþmak",7
3,"aküpunktür",1
4,"bambul otu",6
4,"acemice",7
4,"ateþ gecesi",5
4,"acýyarak",3
4,"aftaka",5
4,"alyans",3
4,"anadolulu",3
4,"aðzýnýn perhizi yok",5
4,"afiþ yutmak",5
4,"beþ altý",4
4,"bademli",6
4,"aet",5
4,"anaforculuk",6
4,"alman",1
4,"açýkyüreklilik",4
4,"aþ erme",5
4,"beðenme",3
4,"acze düþmek",3
4,"anlaþýlan",6
4,"adýný taþýmak",1
4,"belleðini yitirmek",1
4,"balast",4
4,"amaçlanma",1
4,"bayýltýcý",6
4,"avlamak",2
4,"aðýr kaçmak",3
4,"ahlakýyat",7
4,"beta ýþýnlarý",6
4,"bagaj",6
4,"adalete teslim etmek",6
4,"aralýklý",3
4,"andýz",6
4,"avans",7
4,"bandajlatmak",7
4,"afiþe",7
4,"banyo",5
4,"bazitli mantarlar",3
4,"bandoculuk",3
4,"beþik kertiði",3
4,"beyaztilki",4
4,"betimleme",7
4,"atom reaktörü",3
4,"azledilmesi",3
4,"açýk toplum",3
4,"aritmik",5
4,"avane",3
4,"açýk bono",2
4,"bencillik",3
4,"belirlenme",7
4,"ayrýlmýþ",5
4,"altýgen",2
4,"akkarýncalar",1
4,"ayýrmaç",7
4,"alet",7
4,"aðzýný hayra aç",1
4,"baþnokta",1
4,"anlaþýlmayan",1
4,"antlaþma",6
4,"asturca",1
4,"abece sýrasý",3
4,"baklalýk",2
4,"avýngu",5
5,"alýmsýz",2
5,"araþtýrýlmasý",3
5,"alçalmaya",3
5,"anlayýþlýlýðýn",3
5,"alýnlýk",6
5,"arkalamak",5
5,"ampul",4
5,"ardýþýk sayýlar",1
5,"açýk kapý politikasý",5
5,"akýl durdurmak",1
5,"bereketli",1
5,"acýyý",7
5,"aðzý teneke kaplý",2
5,"bahanesiz",4
5,"avan",5
5,"adamsendeci",2
5,"aze",3
5,"anlaþýlan",3
5,"beklenilenin",5
5,"bal",4
5,"al takke ver külah",1
5,"bahsý",7
5,"bertik",3
5,"ayartma",5
5,"aklan",6
5,"adap",4
5,"adap",4
5,"afiþ",5
5,"anlayýp dinlemek",5
5,"açýk yüreklilik",2
5,"aktan kara kalktý mý",7
5,"alkýr",2
5,"antropoit",6
5,"badema",6
5,"açýklaþtýrmak",2
5,"alçak gönüllü",3
5,"alkýþlamak",5
5,"bengisu",5
5,"baþbakan",7
5,"allak bullak etmek",4
5,"bazitli mantarlar",4
5,"alavereci",1
5,"betül",6
5,"betül",5
5,"akþit",5
5,"beyaztilki",3
5,"aþkýn",1
5,"astronomik rakam",6
5,"bakýcýlýk",7
5,"baþkasý",5
5,"balaban kuþu",5
5,"asýl nüsha",2
5,"alayiþ",2
5,"altýn bilezik",2
5,"asit borik",4
5,"aðýzsýz",6
5,"açýk çek",1
5,"benzetlemeli",4
5,"açýk öðretim",2
5,"acýya",7
5,"asabileþme",7
5,"antikacýlýk",2
5,"akkýz",7
6,"al gülüm ver gülüm",2
6,"arkegon",7
6,"adak",1
6,"arkalamak",1
6,"alyans",7
6,"aradan",3
6,"aradan",1
6,"alay etmek",4
6,"baðlamsal anlam",2
6,"artçý",3
6,"ayrýmlýlaþmak",6
6,"baþýna kakmak",3
6,"azdýrýlmak",4
6,"azdýrýlmak",4
6,"arife günü",3
6,"addetmek",7
6,"bambaþka",2
6,"belirtilmezlik",6
6,"baþ vermek",6
6,"baðýtlý",6
6,"aðrýsýz",6
6,"aðdalaþma",6
6,"balýkçýllar",4
6,"atak yapmak",3
6,"baðýþçý",2
6,"bellembeç",1
6,"badema",7
6,"adcý",4
6,"akyaprak",2
6,"bandoculuk",5
6,"betül",5
6,"aplikasyon",7
6,"ateþpüskürmek",4
6,"baþlatýlmak",1
6,"acimik",7
6,"akla gelmedik",4
6,"akla gelmedik",4
6,"abullabutluk",6
6,"aksayan",6
6,"ayrýlamaz",4
6,"ad durumu",6
6,"aðdacý",4
6,"akýmtoplar",5
6,"bedelli",1
6,"baþýnýalýp gitmek",7
6,"bendenin",3
6,"alet",3
6,"asma kat",1
6,"bazende",1
6,"beraberlik",2
6,"acarlýk",1
6,"baltayý taþa vurmak",5
6,"abay",2
6,"açýnma",6
7,"alýmsýz",5
7,"amerikanvari",1
7,"baktý",2
7,"asap",1
7,"altýncý",3
7,"aðýr iþitmek",5
7,"avcý uçaðý",4
7,"bahis",2
7,"belgeçerlemek",2
7,"art arda",3
7,"beyaz ýrk",7
7,"baþýndan aþkýn olmak",4
7,"anlýk",1
7,"akçalamak",2
7,"aðzý teneke kaplý",1
7,"açýkyüreklilik",6
7,"abdestan",3
7,"baþmüþavir",6
7,"aktan",1
7,"antimadde",5
7,"avarýz",5
7,"batýrýlmak",4
7,"araþit",1
7,"aytýþan",3
7,"antisemit",7
7,"acarkan",2
7,"bertik",1
7,"ana kara",7
7,"asýlmak",4
7,"ahlakýyat",1
7,"az deðil",5
7,"aðýrþaklanmak",6
7,"anormallik",4
7,"baðlama",4
7,"algur",5
7,"aþaðýdakiler",2
7,"aþým",2
7,"aþýrý besi",6
7,"aþývurmak",6
7,"benzetilmek",3
7,"amniyon sývýsý",1
7,"arka çýkmak",4
7,"balýk sütü",7
7,"askeri inzibat",1
7,"azoik",6
7,"bale",2
7,"anayasa",2
7,"bencillik",5
7,"asit borik",3
7,"aðýrca",7
7,"bedelli",2
7,"baþbuð",2
7,"aðrýk",5
7,"benzinli",2
7,"alnýný karýþlamak",4
7,"baðkesen",4
7,"alt yazýlama",7
7,"asit alkol",4
7,"antibiyotik tedavisi",5
7,"aðzýndan",2
7,"ana toplardamar",6
7,"babana rahmet",4
7,"andantino",1
7,"bahtý açýk",6
7,"bengilik",2
7,"avutulma",1
8,"alaca karanlýk",3
8,"aþaðýlatmak",6
8,"açmacý",3
8,"alýnlýk",1
8,"ardýþýk sayýlar",2
8,"bateri",4
8,"baþkumandan",7
8,"ayaz paþa kol geziyor",5
8,"belirginleþtirme",2
8,"aðzý teneke kaplý",6
8,"anaforculuk",4
8,"aktivite",4
8,"avan",6
8,"balarýsý",7
8,"aze",2
8,"aharlama",7
8,"belleðini yitirmek",5
8,"avrupa arý kuþu",6
8,"androsefal",4
8,"arayýþ",3
8,"baþ vermek",6
8,"bakteriyel",2
8,"aðrý kesimi",7
8,"amaçlanma",2
8,"astronot",3
8,"ayartma",5
8,"aðýr kaçmak",7
8,"atom çekirdeði",3
8,"altlýk",3
8,"aklýna esmek",5
8,"berkitmek",6
8,"badema",1
8,"badema",6
8,"abartýþ",6
8,"aðýþ",7
8,"baþý yastýða düþmek",6
8,"basketbol",2
8,"beþparalýk olmak",1
8,"behime",5
8,"benzetilmek",5
8,"bendeniz",7
8,"ayarý bozuk",1
8,"asi",2
8,"algýlanmak",2
8,"alçýcý",6
8,"açgözlülük",7
8,"baþ yapmak",2
8,"benzi uçmak",1
8,"asýrdide",1
8,"ayaklarý dolaþmak",7
8,"adaptör",3
8,"beren",4
8,"amirane",2
8,"baðlarý",3
8,"açýk öðretim",2
8,"belki",7
8,"ana cadde",5
8,"baðlantýsýz",3
8,"benimsenme",5
8,"bence",3
8,"baðlanmak",3
8,"avam",4
8,"avutulma",4
8,"ayaðýna çabuk",2
9,"alýngan",7
9,"arsun",1
9,"ablaklýk",2
9,"aklama belgesi",6
9,"ardýþýk sayýlar",6
9,"ansefal",6
9,"bahis",1
9,"aðzýbozuk",1
9,"baþvurma",5
9,"baþýndan aþkýn olmak",6
9,"baðýrarak",2
9,"bandýrmak",2
9,"benibeþer",5
9,"alýþkýn",3
9,"androsefal",2
9,"baþmabeyinci",1
9,"arkabahçe",2
9,"alafranga müzik",1
9,"acarkan",7
9,"azot",4
9,"bayaðýlaþtýrma",2
9,"beduh",7
9,"beduh",3
9,"bela kesilmek",7
9,"beþparalýk etmek",6
9,"acýçektirmek",4
9,"afis",7
9,"adliyeci",5
9,"balýk yumurtasý",7
9,"adli",4
9,"baðýþçý",7
9,"bellembeç",2
9,"aþaðýdakiler",4
9,"ateþli ateþli",4
9,"baþlangýç",1
9,"balýk etinde",3
9,"altlý üstlü",4
9,"akla gelmedik",2
9,"affýnýza sýðýnarak",1
9,"belirsizlik",2
9,"adýkaynak",5
9,"akkorluk",4
9,"asýrdide",7
9,"at sineði",7
9,"ayaklarý dolaþmak",7
9,"bakýþýmsýz",6
9,"ayaða kalkmak",7
9,"acýmýh",5
9,"banar",5
9,"aldýrtma",6
9,"akaju",4
9,"beselemek",4
9,"aðlatmak",7
9,"antlaþma",3
10,"arkegon",5
10,"alçalmaya",1
10,"anlayýþlýlýðýn",1
10,"ampul",1
10,"baðcýlýk",7
10,"akýl durdurmak",2
10,"becerili",6
10,"baruthane",3
10,"aet",1
10,"aþ erme",4
10,"balarýsý",3
10,"asteðmenlik",1
10,"baksý",5
10,"addetmek",7
10,"aromatik",4
10,"beduh",4
10,"ala tavlý",4
10,"ala tavlý",4
10,"acyocu",5
10,"ateþte",4
10,"araklayýcý",4
10,"azametli",2
10,"apreli",3
10,"aile hukuku",1
10,"bastonlu",6
10,"azmettirme",2
10,"bardan bardan",3
10,"aþýrý besi",1
10,"ailecek",2
10,"asi",6
10,"astronomik rakam",1
10,"adý verilmek",7
10,"adýkaynak",7
10,"baklava",7
10,"antropozoik",6
10,"akçakesme",2
10,"ayakbaðý",2
10,"absorbe",6
10,"aglütinin",2
10,"bakýþýmlý",4
10,"beyni",6
10,"allýk",2
10,"aleyhinde olmak",2
10,"acýmýh",6
10,"aralamak",5
10,"baðkesen",4
10,"adamsýz",2
10,"anonim þirket",2
10,"baþýný ezmek",4
10,"aðzýndan",1
10,"bellemek",7
10,"abý",3
10,"baradan",7
11,"aria",2
11,"anlaþmaya",1
11,"aklama belgesi",2
11,"ardýþýk sayýlar",6
11,"avcý uçaðý",4
11,"aðzýbozuk",7
11,"bereketli",1
11,"aðzýnýn perhizi yok",1
11,"beyazlaþtýrmak",4
11,"baþsýzlýk",4
11,"aze",1
11,"acze düþmek",2
11,"aþkenazca",1
11,"akgünlük",7
11,"alesta beklemek",7
11,"ankara keçisi",1
11,"anaçlaþmak",1
11,"avare olmak",4
11,"asýntý",2
11,"asýntý",5
11,"beyhudelik",6
11,"bahsý",1
11,"baþa çýkmak",1
11,"bekinme",5
11,"bellek yitimi",2
11,"aynabakar",5
11,"altlýk",1
11,"bartýk",3
11,"baðlama",6
11,"asudelik",6
11,"abla",2
11,"aptesbozan otu",3
11,"arkeolog",7
11,"aksayan",5
11,"asýrdide",6
11,"angýn",3
11,"aðrýsý tutmak",7
11,"aksýrtmak",2
11,"alnýný karýþlamak",2
11,"baþak baðlamak",2
11,"aðýz deðiþikliði",7
11,"artezyen kuyusu",6
11,"balýkçý",4
11,"ahibba",4
11,"bakýndý",3
11,"balýklama",1
11,"ambarlamak",3
11,"absorbe olmak",3
12,"aþaðýlatmak",4
12,"abin",2
12,"anlayýþa",2
12,"baðcýlýk",1
12,"beyaz ýrk",5
12,"alay etmek",7
12,"abdestini vermek",2
12,"balarýsý",5
12,"aðaç parký",2
12,"açýk liman",2
12,"aharlama",3
12,"bertilme",1
12,"azar",4
12,"bedel",2
12,"alesta beklemek",1
12,"belirtilmezlik",4
12,"aklýnda olsun",4
12,"aðrý kesimi",2
12,"belagatsiz",5
12,"abýþka",1
12,"bakýþlarýný ayýramamak",7
12,"ahlaf",3
12,"bellek yitimi",7
12,"ahdi",4
12,"ahdi",5
12,"bangladeþ",3
12,"açýk kabuk",7
12,"ayak teri",2
12,"basmakalýplaþmak",4
12,"anýrmasýnýsaðlamak",6
12,"akþam yeli",6
12,"abartýþ",4
12,"belgeler",2
12,"avans",1
12,"anons etmek",3
12,"allak bullak etmek",4
12,"belirme",4
12,"belirme",1
12,"ailecek",4
12,"asdam",5
12,"ampirik",5
12,"aþ damý",2
12,"aðrýkesen",6
12,"beþ para etmez",2
12,"alaca bulaca",7
12,"bakýþýmsýz",3
12,"apseleþmek",3
12,"berklið",3
12,"barograf",1
12,"ayaksýzlar",1
12,"aç karnýna",2
12,"baþarýsýz",6
12,"beterin beteri var",7
12,"adaklanmak",5
12,"ayýptýr söylemesi",4
12,"açýnma",7
12,"asturca",5
12,"ayaða düþmek",2
12,"atýlðan",2
13,"baþucu noktasý",2
13,"beðence",5
13,"aðza koyacak bir þey",5
13,"ayakaltýna almak",2
13,"bal mumu gibi erimek",1
13,"anlayýþa",6
13,"adýmýný attýrmamak",6
13,"aðýlanma",7
13,"baðcýlýk",6
13,"art arda",5
13,"baþýndan aþkýn olmak",3
13,"amonyum karbonat",3
13,"akçalamak",2
13,"ata et",6
13,"baþlamak",6
13,"baþsýzlýk",5
13,"açýk liman",1
13,"adamsendeci",7
13,"asteðmenlik",3
13,"bedavadan ucuz",7
13,"alaka çekmek",7
13,"astrolog",3
13,"alfons",3
13,"alicenaplýk",4
13,"baþmabeyinci",5
13,"apenin daðlarý",6
13,"arkuz",6
13,"alabalýk",2
13,"bayram alayý",2
13,"aromatik",6
13,"azot",7
13,"beduh",6
13,"apreci",5
13,"acyocu",7
13,"apreli",4
13,"baþþehir",7
13,"ateþli ateþli",4
13,"anons etmek",7
13,"aptesbozan otu",4
13,"bendeniz",1
13,"arasý soðumak",5
13,"aðzýna sakýz olmak",4
13,"aþýndýrmak",6
13,"açýktan",1
13,"arkeolog",5
13,"belitlenebilirlik",2
13,"amerika elmasý",7
13,"adileþme",7
13,"açýk mavi",5
13,"baþýndan korkmak",4
13,"bayýr aþaðý",1
13,"bergi",7
13,"besinli",7
13,"andýrmak",6
13,"alçýlanmak",3
13,"aleyhinde olmak",6
13,"astarlý zarf",7
13,"alt yazýlama",3
13,"acýya",7
13,"aðzýný hayra aç",7
13,"baytar",6
13,"arada kaynamak",7
13,"baðýþlanma",2
13,"bereket versin",6
13,"asturca",1
13,"aðý otu",2
13,"baðlaç",1
13,"alafrangacý",3
13,"aklý karýþmak",6
14,"barýþlandýrýna",5
14,"aðzýnýn kaþýðý olmamak",6
14,"anlaþmaya",2
14,"açkýyapýlmak",2
14,"antiasit",2
14,"atlama taþý yapmak",1
14,"antropojen",5
14,"aklý selim",7
14,"beyazlaþtýrmak",2
14,"akþaman",7
14,"baþýna",6
14,"baþmisafir",6
14,"azar",7
14,"antimadde",2
14,"antimadde",4
14,"argaçlamak",7
14,"bakteriyel",2
14,"baþa çýkmak",6
14,"bermutat",5
14,"azot",4
14,"ahdi",4
14,"adap",1
14,"andoskopi",7
14,"acýçektirmek",2
14,"bekleme",5
14,"ayazlanmasýnýsaðlamak",7
14,"bengisu",2
14,"barcý",1
14,"aðalanma",4
14,"ailecek",3
14,"baþýný duman almak",6
14,"asalakbilim",4
14,"asdam",2
14,"balýk çorbasý",1
14,"aka",2
14,"benimseyemeyen",3
14,"aþ damý",3
14,"badiye",4
14,"aksatma",5
14,"angýn",6
14,"astarlanma",3
14,"atmaca",2
14,"beynamaz",1
14,"adaptör",1
14,"adalet",3
14,"acýtmak",4
14,"balad",4
14,"aklýný kaçýrmak",4
14,"aðustos",5
14,"aðlatmak",1
14,"balýk eti",5
14,"aðý otu",7
14,"aðabeylik",2
15,"al gülüm ver gülüm",3
15,"bas bariton",4
15,"atlama beygiri",1
15,"ayakaltýna almak",2
15,"atkýlý",1
15,"afiþ yutmak",1
15,"araþtýrma görevlisi",3
15,"artçý",4
15,"anatomici",5
15,"ayniyet",5
15,"adamsendeci",4
15,"beygir",5
15,"atölye",2
15,"akgünlük",1
15,"bambaþka",4
15,"al kan",2
15,"berber",5
15,"anaçlaþmak",4
15,"apenin daðlarý",5
15,"anlaþmazlýklarbelirir",4
15,"apar topar",7
15,"baþ sallamak",4
15,"bakýþlarýný ayýramamak",5
15,"açýk hece",2
15,"basmakalýplaþmak",6
15,"ateþlenmek",2
15,"berkitmek",4
15,"andýz",2
15,"alfaterapi",1
15,"açýk rejim",7
15,"bengisu",6
15,"akyaprak",7
15,"arkada kalmak",2
15,"astar sürmek",3
15,"balýk çorbasý",3
15,"arkeolog",1
15,"amerika elmasý",1
15,"baþýndan korkmak",6
15,"bançolaþma",4
15,"alaca bulaca",6
15,"ayaklarý dolaþmak",3
15,"bece­rikli",1
15,"baþbuð",6
15,"acýya",3
15,"bahþiþler",7
15,"asyalý",6
15,"bakýr sülfat",5
15,"ala takaç",3
15,"alternat",3
15,"baltayý taþa vurmak",2
15,"baltayý taþa vurmak",4
15,"ayýptýr söylemesi",7
15,"agu bebek",7
15,"beselemek",2
15,"beçene",7
15,"anaca",1
15,"baþ baþa kalmak",6
15,"avans vermek",3
16,"balgümeci",7
16,"alýngan",4
16,"aþaðýlatmak",1
16,"bakýþý",4
16,"baktý",1
16,"akçalamak",7
16,"abdestini vermek",7
16,"abdestan",4
16,"analitik kimya",3
16,"balarýsý",5
16,"aklýnla bin yaþa",4
16,"belediye teþkilatý",7
16,"amonyaklamak",6
16,"aktan",4
16,"akson",6
16,"adi defter",3
16,"beli çökmek",4
16,"asýntý",3
16,"al takke ver külah",1
16,"benzeþen",2
16,"alýk alýk",7
16,"aca",6
16,"ayartma",4
16,"ana kara",4
16,"bekinme",4
16,"alakalandýrma",5
16,"andoskopi",4
16,"az deðil",2
16,"az deðil",6
16,"beta ýþýnlarý",6
16,"alçak gönüllülük",5
16,"azaltmalar",5
16,"ayarý bozuk",2
16,"baþýný duman almak",6
16,"arkasýndan koþmak",6
16,"aþkýn",6
16,"afiyet",4
16,"babasýna rahmet okumak",6
16,"batman",7
16,"azledilmesi",6
16,"angýn",5
16,"absorbe",6
16,"ahfat",6
16,"aðýç",3
16,"aðýç",1
16,"bakýþýmlý",7
16,"afallaþma",7
16,"alaçýk",5
16,"anglosakson",1
16,"acýtmak",7
16,"bestecinin",4
16,"bestecinin",2
16,"akamete uðramak",2
16,"aklýevvel",7
16,"baþnokta",7
16,"abý",4
17,"benzi kül gibi olmak",6
17,"beðence",5
17,"açýkgözlükle",3
17,"akýl var",4
17,"akýl var",1
17,"baþvurma",5
17,"beste baðlamak",5
17,"baþýndan aþkýn olmak",2
17,"alay etmek",2
17,"afiþ yutmak",5
17,"ata et",4
17,"adamsendeci",6
17,"al kan",1
17,"berber",2
17,"berber",1
17,"arayýþ",3
17,"balast",2
17,"baþ sallamak",5
17,"bécasse",6
17,"adap",6
17,"ala tavlý",5
17,"beta ýþýnlarý",5
17,"amfibyumlar",4
17,"adapte olmak",3
17,"bastonlu",5
17,"anons etmek",7
17,"basketbol",4
17,"aptesbozan otu",3
17,"akyaprak",4
17,"aðalanma",2
17,"baþýný duman almak",6
17,"baþkan yardýmcýsý",2
17,"açgözlülük",5
17,"adý belirsiz",5
17,"adileþme",3
17,"aðrýkesen",1
17,"avane",7
17,"baþgarson",5
17,"bernier çamurcunu",6
17,"belirlenme",6
17,"beyni",1
17,"ahmet",2
17,"aða",1
17,"baðýrýþ çaðýrýþ",6
17,"adalet",4
17,"anane",4
17,"acembuselik",5
17,"ayak divaný",4
17,"basýnçölçüm",1
17,"aslan aðzý",2
17,"barbut",3
17,"besteci",2
17,"bazen",7
17,"aþýlanma",4
17,"abidin",7
17,"ambarlamak",1
17,"azarlýyan",6
18,"al gülüm ver gülüm",5
18,"balgümeci",1
18,"baðlý kalmak",1
18,"arsun",4
18,"bakýþý",4
18,"arkalýç",4
18,"afiyet olsun",6
18,"aktartma",1
18,"aftaka",5
18,"aftaka",7
18,"baþvurma",6
18,"beðenilmesini",3
18,"baþýndan aþkýn olmak",5
18,"balat",3
18,"ayrýmlýlaþmak",7
18,"avan",2
18,"aðýtlama",6
18,"aygýn baygýn",2
18,"baðrýna taþ basmak",7
18,"ankara keçisi",6
18,"batýrýlmak",4
18,"arayýþ",4
18,"avare olmak",5
18,"baðatur",6
18,"bayaðýlaþtýrma",3
18,"bedenli",2
18,"bartýk",3
18,"alanölçü",4
18,"adcý",2
18,"basketbol",3
18,"almancý",3
18,"bandoculuk",6
18,"alk",2
18,"araklamak",1
18,"benzeþ",1
18,"baþýný duman almak",2
18,"beðdeþ",7
18,"asalakbilim",4
18,"aka",4
18,"astronomik rakam",7
18,"barkod",3
18,"affýnýza sýðýnarak",5
18,"atom reaktörü",2
18,"aday",1
18,"ailelik",3
18,"anayasa",2
18,"aðdacý",5
18,"açýk bono",7
18,"baþýnýalýp gitmek",1
18,"ayaða kalkmak",6
18,"aðrýk",2
18,"aðlatýþ",2
18,"alimane",5
18,"bahþiþler",5
18,"beraberlik",5
18,"bebekçe",5
18,"akaju",3
18,"baðlatmak",3
18,"akýcý ünsüz",4
18,"ambalajcýlýk",2
18,"amerika bademi",7
18,"aksiyon",1
18,"abece sýrasý",4
18,"arýç",3
18,"açýk pazar",3
19,"baðlý kalmak",7
19,"bas bariton",5
19,"barýþlandýrýna",3
19,"arkegon",5
19,"atlama beygiri",7
19,"antrenman yapmak",7
19,"aðýr iþitmek",3
19,"ayartan",1
19,"aðýtlama",6
19,"avro",4
19,"belediye teþkilatý",4
19,"belleðini yitirmek",5
19,"beli çökmek",6
19,"ak kan yangýsý",1
19,"avare olmak",4
19,"barutçuluk",2
19,"baðatur",3
19,"atom çekirdeði",3
19,"aðýrkanlý",5
19,"beti",4
19,"basmakalýplaþmak",3
19,"basmakalýplaþmak",4
19,"besmelesiz",6
19,"anlaþýlmamýþ",4
19,"alýþtýrmak",4
19,"almancý",4
19,"altlý üstlü",2
19,"bardan bardan",5
19,"baba hindi",4
19,"adli makam",1
19,"amniyon sývýsý",4
19,"belgegeçer",6
19,"balýk sütü",7
19,"beslek",7
19,"azoik",4
19,"baþ baþa",6
19,"baþýnýdinlemek",7
19,"basgan",7
19,"at sineði",5
19,"besinli",4
19,"baðdaþýklaþtýrmak",6
19,"altýn bilezik",7
19,"altýn bilezik",4
19,"asbest yünü",5
19,"aðýrca",7
19,"aslan kesilmek",3
19,"altýgen",6
19,"alaçýk",4
19,"aksýrtmak",7
19,"accelerando",4
19,"baþnokta",4
19,"baþefendi",3
19,"bellemek",2
19,"arýç",4
19,"alað",1
19,"abý",7
20,"afi",1
20,"bambul otu",5
20,"amfibi harekat",3
20,"aðýlaþma",1
20,"altun",6
20,"altlama",4
20,"aplike",4
20,"baba adam",4
20,"bandýrmak",7
20,"asýlmýþadam",5
20,"aklýnla bin yaþa",4
20,"açýk liman",2
20,"aharlama",5
20,"baþýna kakmak",5
20,"azdýrýlmak",7
20,"akrostiþ",7
20,"akrostiþ",2
20,"alýþkýn",5
20,"asýl sayýlar",3
20,"asýntý",1
20,"bertik",4
20,"bermutat",6
20,"bécasse",5
20,"ahdi",5
20,"aðaçkesen",2
20,"antropoit",1
20,"bartýk",3
20,"anasý kýlýklý",5
20,"aþamcak",3
20,"bellisiz",7
20,"aceleten",3
20,"ayak takýmý",2
20,"ant verdirmek",5
20,"banyo",6
20,"ananas",6
20,"akla gelmedik",5
20,"beslek",1
20,"aksýrýþ",7
20,"amerika elmasý",6
20,"amerika elmasý",4
20,"aðrýkesen",1
20,"açýk iþletme",7
20,"baþ baþa",5
20,"baþýnýdinlemek",2
20,"badiye",2
20,"baþýnda olmak",4
20,"andýrmak",6
20,"acýsý çýkmak",7
20,"baðýmlý",7
20,"alçak kavuþum",4
20,"bendenin",5
20,"baðlantý ünsüzü",1
20,"arkadaþça",6
20,"balýkçý gemisi",6
20,"akamete uðramak",4
20,"baklavacý",6
20,"bebekçe",4
20,"benimsenme",6
20,"aþk yapmak",6
20,"altýnýmsý",6
20,"acýlaþmak",1
20,"baðlaç",2
